REGION,Year,Age,Grades
North Country,2019,GR9,0
North Country,2019,GR10,0
North Country,2019,GR11,0
North Country,2019,GR12,0
North Country,2019,GR1,13
North Country,2019,GR2,13
North Country,2019,GR3,9
North Country,2019,GR4,14
North Country,2019,GR5,11
North Country,2019,GR6,11
North Country,2019,GR7,8
North Country,2019,GR8,13
North Country,2019,GR9,10
North Country,2019,GR10,5
North Country,2019,GR11,10
North Country,2019,GR12,15
Mohawk,2019,GR1,0
Mohawk,2019,GR2,0
Mohawk,2019,GR3,0
Mohawk,2019,GR4,7
Mohawk,2019,GR5,5
Mohawk,2019,GR6,0
Mohawk,2019,GR7,7
Mohawk,2019,GR8,0
Mohawk,2019,GR9,9
Mohawk,2019,GR10,9
Mohawk,2019,GR11,0
Mohawk,2019,GR12,8
Finger Lakes,2019,GR1,11
Finger Lakes,2019,GR2,12
Finger Lakes,2019,GR3,15
Finger Lakes,2019,GR4,11
Finger Lakes,2019,GR5,11
Finger Lakes,2019,GR6,8
Finger Lakes,2019,GR7,8
Finger Lakes,2019,GR8,7
Finger Lakes,2019,GR9,6
Finger Lakes,2019,GR10,5
Finger Lakes,2019,GR11,0
Finger Lakes,2019,GR12,7
Capital,2019,GR1,0
Capital,2019,GR2,6
Capital,2019,GR3,8
Capital,2019,GR4,0
Capital,2019,GR5,10
Capital,2019,GR6,7
Capital,2019,GR7,6
Capital,2019,GR8,6
Capital,2019,GR9,5
Capital,2019,GR10,0
Capital,2019,GR11,6
Capital,2019,GR12,6
North Country,2019,GR1,0
North Country,2019,GR2,0
North Country,2019,GR3,0
North Country,2019,GR4,0
North Country,2019,GR5,0
North Country,2019,GR6,0
North Country,2019,GR7,0
North Country,2019,GR8,0
North Country,2019,GR9,0
North Country,2019,GR10,0
North Country,2019,GR11,0
North Country,2019,GR12,0
Mohawk,2019,GR1,0
Mohawk,2019,GR2,0
Mohawk,2019,GR3,0
Mohawk,2019,GR4,0
Mohawk,2019,GR5,5
Mohawk,2019,GR6,0
Mohawk,2019,GR7,0
Mohawk,2019,GR8,0
Mohawk,2019,GR9,0
Mohawk,2019,GR10,0
Mohawk,2019,GR11,0
Mohawk,2019,GR12,0
North Country,2019,GR1,20
North Country,2019,GR2,17
North Country,2019,GR3,20
North Country,2019,GR4,16
North Country,2019,GR5,18
North Country,2019,GR6,16
North Country,2019,GR7,18
North Country,2019,GR8,17
North Country,2019,GR9,17
North Country,2019,GR10,14
North Country,2019,GR11,17
North Country,2019,GR12,11
North Country,2019,GR1,10
North Country,2019,GR2,5
North Country,2019,GR3,0
North Country,2019,GR4,0
North Country,2019,GR5,5
North Country,2019,GR6,0
North Country,2019,GR7,0
North Country,2019,GR8,0
North Country,2019,GR9,0
North Country,2019,GR10,0
North Country,2019,GR11,8
North Country,2019,GR12,6
Finger Lakes,2019,GR1,13
Finger Lakes,2019,GR2,9
Finger Lakes,2019,GR3,17
Finger Lakes,2019,GR4,11
Finger Lakes,2019,GR5,9
Finger Lakes,2019,GR6,10
Finger Lakes,2019,GR7,6
Finger Lakes,2019,GR8,6
Finger Lakes,2019,GR9,11
Finger Lakes,2019,GR10,8
Finger Lakes,2019,GR11,8
Finger Lakes,2019,GR12,6
Central,2019,GR1,9
Central,2019,GR2,14
Central,2019,GR3,5
Central,2019,GR4,0
Central,2019,GR5,9
Central,2019,GR6,5
Central,2019,GR7,5
Central,2019,GR8,8
Central,2019,GR9,13
Central,2019,GR10,5
Central,2019,GR11,0
Central,2019,GR12,15
Finger Lakes,2019,GR1,267
Finger Lakes,2019,GR2,242
Finger Lakes,2019,GR3,237
Finger Lakes,2019,GR4,208
Finger Lakes,2019,GR5,219
Finger Lakes,2019,GR6,234
Finger Lakes,2019,GR7,162
Finger Lakes,2019,GR8,183
Finger Lakes,2019,GR9,185
Finger Lakes,2019,GR10,155
Finger Lakes,2019,GR11,120
Finger Lakes,2019,GR12,174
Mohawk,2019,GR1,31
Mohawk,2019,GR2,21
Mohawk,2019,GR3,29
Mohawk,2019,GR4,22
Mohawk,2019,GR5,25
Mohawk,2019,GR6,25
Mohawk,2019,GR7,13
Mohawk,2019,GR8,13
Mohawk,2019,GR9,20
Mohawk,2019,GR10,12
Mohawk,2019,GR11,10
Mohawk,2019,GR12,28
Long Island,2019,GR1,201
Long Island,2019,GR2,258
Long Island,2019,GR3,256
Long Island,2019,GR4,284
Long Island,2019,GR5,261
Long Island,2019,GR6,248
Long Island,2019,GR7,201
Long Island,2019,GR8,210
Long Island,2019,GR9,209
Long Island,2019,GR10,212
Long Island,2019,GR11,203
Long Island,2019,GR12,190
New York City,2019,GR1,1462
New York City,2019,GR2,1411
New York City,2019,GR3,1424
New York City,2019,GR4,1317
New York City,2019,GR5,1358
New York City,2019,GR6,1310
New York City,2019,GR7,1282
New York City,2019,GR8,1146
New York City,2019,GR9,1978
New York City,2019,GR10,1580
New York City,2019,GR11,1212
New York City,2019,GR12,1271
New York City,2019,GR1,3165
New York City,2019,GR2,3206
New York City,2019,GR3,3242
New York City,2019,GR4,3132
New York City,2019,GR5,3106
New York City,2019,GR6,3052
New York City,2019,GR7,2818
New York City,2019,GR8,2701
New York City,2019,GR9,2721
New York City,2019,GR10,2080
New York City,2019,GR11,1605
New York City,2019,GR12,1505
New York City,2019,GR1,2270
New York City,2019,GR2,2457
New York City,2019,GR3,2566
New York City,2019,GR4,2477
New York City,2019,GR5,2413
New York City,2019,GR6,2384
New York City,2019,GR7,2231
New York City,2019,GR8,1959
New York City,2019,GR9,2285
New York City,2019,GR10,1972
New York City,2019,GR11,1552
New York City,2019,GR12,1586
New York City,2019,GR1,1539
New York City,2019,GR2,1808
New York City,2019,GR3,1745
New York City,2019,GR4,1868
New York City,2019,GR5,1775
New York City,2019,GR6,1837
New York City,2019,GR7,1560
New York City,2019,GR8,1433
New York City,2019,GR9,1698
New York City,2019,GR10,1214
New York City,2019,GR11,884
New York City,2019,GR12,918
New York City,2019,GR1,167
New York City,2019,GR2,184
New York City,2019,GR3,193
New York City,2019,GR4,205
New York City,2019,GR5,200
New York City,2019,GR6,190
New York City,2019,GR7,160
New York City,2019,GR8,143
New York City,2019,GR9,213
New York City,2019,GR10,162
New York City,2019,GR11,157
New York City,2019,GR12,157
Western,2019,GR1,48
Western,2019,GR2,35
Western,2019,GR3,45
Western,2019,GR4,40
Western,2019,GR5,33
Western,2019,GR6,43
Western,2019,GR7,33
Western,2019,GR8,26
Western,2019,GR9,38
Western,2019,GR10,26
Western,2019,GR11,43
Western,2019,GR12,41
Mohawk,2019,GR1,51
Mohawk,2019,GR2,50
Mohawk,2019,GR3,52
Mohawk,2019,GR4,46
Mohawk,2019,GR5,50
Mohawk,2019,GR6,43
Mohawk,2019,GR7,26
Mohawk,2019,GR8,23
Mohawk,2019,GR9,39
Mohawk,2019,GR10,42
Mohawk,2019,GR11,41
Mohawk,2019,GR12,51
Central,2019,GR1,178
Central,2019,GR2,176
Central,2019,GR3,162
Central,2019,GR4,190
Central,2019,GR5,149
Central,2019,GR6,167
Central,2019,GR7,164
Central,2019,GR8,146
Central,2019,GR9,244
Central,2019,GR10,147
Central,2019,GR11,119
Central,2019,GR12,127
Finger Lakes,2019,GR1,32
Finger Lakes,2019,GR2,37
Finger Lakes,2019,GR3,33
Finger Lakes,2019,GR4,23
Finger Lakes,2019,GR5,38
Finger Lakes,2019,GR6,20
Finger Lakes,2019,GR7,32
Finger Lakes,2019,GR8,25
Finger Lakes,2019,GR9,15
Finger Lakes,2019,GR10,17
Finger Lakes,2019,GR11,11
Finger Lakes,2019,GR12,38
Hudson Valley,2019,GR1,127
Hudson Valley,2019,GR2,165
Hudson Valley,2019,GR3,148
Hudson Valley,2019,GR4,154
Hudson Valley,2019,GR5,142
Hudson Valley,2019,GR6,147
Hudson Valley,2019,GR7,130
Hudson Valley,2019,GR8,127
Hudson Valley,2019,GR9,162
Hudson Valley,2019,GR10,110
Hudson Valley,2019,GR11,94
Hudson Valley,2019,GR12,124
Finger Lakes,2019,GR1,7
Finger Lakes,2019,GR2,0
Finger Lakes,2019,GR3,5
Finger Lakes,2019,GR4,6
Finger Lakes,2019,GR5,5
Finger Lakes,2019,GR6,7
Finger Lakes,2019,GR7,5
Finger Lakes,2019,GR8,13
Finger Lakes,2019,GR9,7
Finger Lakes,2019,GR10,0
Finger Lakes,2019,GR11,0
Finger Lakes,2019,GR12,5
Central,2019,GR1,68
Central,2019,GR2,60
Central,2019,GR3,62
Central,2019,GR4,59
Central,2019,GR5,62
Central,2019,GR6,45
Central,2019,GR7,36
Central,2019,GR8,42
Central,2019,GR9,57
Central,2019,GR10,42
Central,2019,GR11,60
Central,2019,GR12,97
Mohawk,2019,GR1,11
Mohawk,2019,GR2,7
Mohawk,2019,GR3,9
Mohawk,2019,GR4,9
Mohawk,2019,GR5,8
Mohawk,2019,GR6,9
Mohawk,2019,GR7,7
Mohawk,2019,GR8,0
Mohawk,2019,GR9,0
Mohawk,2019,GR10,7
Mohawk,2019,GR11,6
Mohawk,2019,GR12,8
Hudson Valley,2019,GR1,5
Hudson Valley,2019,GR2,11
Hudson Valley,2019,GR3,0
Hudson Valley,2019,GR4,6
Hudson Valley,2019,GR5,7
Hudson Valley,2019,GR6,7
Hudson Valley,2019,GR7,6
Hudson Valley,2019,GR8,7
Hudson Valley,2019,GR9,5
Hudson Valley,2019,GR10,5
Hudson Valley,2019,GR11,7
Hudson Valley,2019,GR12,0
Capital,2019,GR1,48
Capital,2019,GR2,38
Capital,2019,GR3,32
Capital,2019,GR4,38
Capital,2019,GR5,40
Capital,2019,GR6,43
Capital,2019,GR7,44
Capital,2019,GR8,49
Capital,2019,GR9,43
Capital,2019,GR10,31
Capital,2019,GR11,21
Capital,2019,GR12,40
Hudson Valley,2019,GR1,51
Hudson Valley,2019,GR2,55
Hudson Valley,2019,GR3,58
Hudson Valley,2019,GR4,70
Hudson Valley,2019,GR5,67
Hudson Valley,2019,GR6,59
Hudson Valley,2019,GR7,85
Hudson Valley,2019,GR8,74
Hudson Valley,2019,GR9,227
Hudson Valley,2019,GR10,106
Hudson Valley,2019,GR11,61
Hudson Valley,2019,GR12,72
North Country,2019,GR1,44
North Country,2019,GR2,48
North Country,2019,GR3,28
North Country,2019,GR4,27
North Country,2019,GR5,30
North Country,2019,GR6,33
North Country,2019,GR7,39
North Country,2019,GR8,32
North Country,2019,GR9,25
North Country,2019,GR10,36
North Country,2019,GR11,29
North Country,2019,GR12,64
Capital,2019,GR1,44
Capital,2019,GR2,39
Capital,2019,GR3,27
Capital,2019,GR4,28
Capital,2019,GR5,29
Capital,2019,GR6,46
Capital,2019,GR7,27
Capital,2019,GR8,24
Capital,2019,GR9,46
Capital,2019,GR10,36
Capital,2019,GR11,35
Capital,2019,GR12,45
Capital,2019,GR1,39
Capital,2019,GR2,42
Capital,2019,GR3,32
Capital,2019,GR4,45
Capital,2019,GR5,33
Capital,2019,GR6,37
Capital,2019,GR7,40
Capital,2019,GR8,28
Capital,2019,GR9,33
Capital,2019,GR10,25
Capital,2019,GR11,24
Capital,2019,GR12,33
Mohawk,2019,GR1,8
Mohawk,2019,GR2,0
Mohawk,2019,GR3,5
Mohawk,2019,GR4,0
Mohawk,2019,GR5,5
Mohawk,2019,GR6,0
Mohawk,2019,GR7,11
Mohawk,2019,GR8,0
Mohawk,2019,GR9,0
Mohawk,2019,GR10,6
Mohawk,2019,GR11,0
Mohawk,2019,GR12,0
Southern Tier,2019,GR1,0
Southern Tier,2019,GR2,0
Southern Tier,2019,GR3,0
Southern Tier,2019,GR4,0
Southern Tier,2019,GR5,0
Southern Tier,2019,GR6,0
Southern Tier,2019,GR7,0
Southern Tier,2019,GR8,0
Southern Tier,2019,GR9,0
Southern Tier,2019,GR10,0
Southern Tier,2019,GR11,0
Southern Tier,2019,GR12,0
Finger Lakes,2019,GR1,8
Finger Lakes,2019,GR2,11
Finger Lakes,2019,GR3,0
Finger Lakes,2019,GR4,7
Finger Lakes,2019,GR5,6
Finger Lakes,2019,GR6,9
Finger Lakes,2019,GR7,9
Finger Lakes,2019,GR8,6
Finger Lakes,2019,GR9,9
Finger Lakes,2019,GR10,11
Finger Lakes,2019,GR11,12
Finger Lakes,2019,GR12,13
Southern Tier,2019,GR1,27
Southern Tier,2019,GR2,15
Southern Tier,2019,GR3,32
Southern Tier,2019,GR4,23
Southern Tier,2019,GR5,26
Southern Tier,2019,GR6,22
Southern Tier,2019,GR7,20
Southern Tier,2019,GR8,7
Southern Tier,2019,GR9,17
Southern Tier,2019,GR10,12
Southern Tier,2019,GR11,13
Southern Tier,2019,GR12,38
Long Island,2019,GR1,281
Long Island,2019,GR2,317
Long Island,2019,GR3,311
Long Island,2019,GR4,387
Long Island,2019,GR5,330
Long Island,2019,GR6,366
Long Island,2019,GR7,366
Long Island,2019,GR8,332
Long Island,2019,GR9,410
Long Island,2019,GR10,348
Long Island,2019,GR11,358
Long Island,2019,GR12,398
Hudson Valley,2019,GR1,40
Hudson Valley,2019,GR2,39
Hudson Valley,2019,GR3,29
Hudson Valley,2019,GR4,25
Hudson Valley,2019,GR5,23
Hudson Valley,2019,GR6,27
Hudson Valley,2019,GR7,25
Hudson Valley,2019,GR8,22
Hudson Valley,2019,GR9,27
Hudson Valley,2019,GR10,20
Hudson Valley,2019,GR11,11
Hudson Valley,2019,GR12,22
Southern Tier,2019,GR1,0
Southern Tier,2019,GR2,0
Southern Tier,2019,GR3,0
Southern Tier,2019,GR4,0
Southern Tier,2019,GR5,0
Southern Tier,2019,GR6,0
Southern Tier,2019,GR7,0
Southern Tier,2019,GR8,5
Southern Tier,2019,GR9,5
Southern Tier,2019,GR10,0
Southern Tier,2019,GR11,6
Southern Tier,2019,GR12,0
Southern Tier,2019,GR1,11
Southern Tier,2019,GR2,17
Southern Tier,2019,GR3,13
Southern Tier,2019,GR4,11
Southern Tier,2019,GR5,12
Southern Tier,2019,GR6,14
Southern Tier,2019,GR7,14
Southern Tier,2019,GR8,15
Southern Tier,2019,GR9,14
Southern Tier,2019,GR10,13
Southern Tier,2019,GR11,10
Southern Tier,2019,GR12,15
Hudson Valley,2019,GR1,34
Hudson Valley,2019,GR2,28
Hudson Valley,2019,GR3,46
Hudson Valley,2019,GR4,34
Hudson Valley,2019,GR5,42
Hudson Valley,2019,GR6,39
Hudson Valley,2019,GR7,57
Hudson Valley,2019,GR8,49
Hudson Valley,2019,GR9,46
Hudson Valley,2019,GR10,34
Hudson Valley,2019,GR11,28
Hudson Valley,2019,GR12,45
Capital,2019,GR1,16
Capital,2019,GR2,11
Capital,2019,GR3,13
Capital,2019,GR4,16
Capital,2019,GR5,10
Capital,2019,GR6,16
Capital,2019,GR7,10
Capital,2019,GR8,9
Capital,2019,GR9,12
Capital,2019,GR10,13
Capital,2019,GR11,11
Capital,2019,GR12,14
Capital,2019,GR1,13
Capital,2019,GR2,14
Capital,2019,GR3,15
Capital,2019,GR4,7
Capital,2019,GR5,22
Capital,2019,GR6,13
Capital,2019,GR7,11
Capital,2019,GR8,12
Capital,2019,GR9,8
Capital,2019,GR10,8
Capital,2019,GR11,7
Capital,2019,GR12,16
Finger Lakes,2019,GR1,28
Finger Lakes,2019,GR2,17
Finger Lakes,2019,GR3,21
Finger Lakes,2019,GR4,19
Finger Lakes,2019,GR5,19
Finger Lakes,2019,GR6,19
Finger Lakes,2019,GR7,21
Finger Lakes,2019,GR8,25
Finger Lakes,2019,GR9,22
Finger Lakes,2019,GR10,16
Finger Lakes,2019,GR11,19
Finger Lakes,2019,GR12,24
Hudson Valley,2019,GR1,188
Hudson Valley,2019,GR2,156
Hudson Valley,2019,GR3,187
Hudson Valley,2019,GR4,182
Hudson Valley,2019,GR5,173
Hudson Valley,2019,GR6,168
Hudson Valley,2019,GR7,145
Hudson Valley,2019,GR8,167
Hudson Valley,2019,GR9,190
Hudson Valley,2019,GR10,150
Hudson Valley,2019,GR11,185
Hudson Valley,2019,GR12,168
Finger Lakes,2019,GR1,0
Finger Lakes,2019,GR2,0
Finger Lakes,2019,GR3,0
Finger Lakes,2019,GR4,0
Finger Lakes,2019,GR5,0
Finger Lakes,2019,GR6,0
Finger Lakes,2019,GR7,0
Finger Lakes,2019,GR8,0
Finger Lakes,2019,GR9,0
Finger Lakes,2019,GR10,0
Finger Lakes,2019,GR11,0
Finger Lakes,2019,GR12,0
Finger Lakes,2019,GR1,5
Finger Lakes,2019,GR2,0
Finger Lakes,2019,GR3,0
Finger Lakes,2019,GR4,0
Finger Lakes,2019,GR5,5
Finger Lakes,2019,GR6,8
Finger Lakes,2019,GR7,0
Finger Lakes,2019,GR8,0
Finger Lakes,2019,GR9,8
Finger Lakes,2019,GR10,0
Finger Lakes,2019,GR11,0
Finger Lakes,2019,GR12,7
Capital,2020,GR1,70
Capital,2020,GR2,68
Capital,2020,GR3,58
Capital,2020,GR4,58
Capital,2020,GR5,59
Capital,2020,GR6,48
Capital,2020,GR7,63
Capital,2020,GR8,55
Capital,2020,GR9,43
Capital,2020,GR10,55
Capital,2020,GR11,57
Capital,2020,GR12,57
Western,2020,GR1,5
Western,2020,GR2,0
Western,2020,GR3,0
Western,2020,GR4,0
Western,2020,GR5,5
Western,2020,GR6,0
Western,2020,GR7,7
Western,2020,GR8,0
Western,2020,GR9,6
Western,2020,GR10,0
Western,2020,GR11,6
Western,2020,GR12,8
Southern Tier,2020,GR1,38
Southern Tier,2020,GR2,46
Southern Tier,2020,GR3,53
Southern Tier,2020,GR4,35
Southern Tier,2020,GR5,52
Southern Tier,2020,GR6,42
Southern Tier,2020,GR7,38
Southern Tier,2020,GR8,45
Southern Tier,2020,GR9,27
Southern Tier,2020,GR10,39
Southern Tier,2020,GR11,45
Southern Tier,2020,GR12,60
Western,2020,GR1,6
Western,2020,GR2,6
Western,2020,GR3,0
Western,2020,GR4,10
Western,2020,GR5,0
Western,2020,GR6,6
Western,2020,GR7,0
Western,2020,GR8,7
Western,2020,GR9,7
Western,2020,GR10,10
Western,2020,GR11,8
Western,2020,GR12,20
Central,2020,GR1,14
Central,2020,GR2,13
Central,2020,GR3,10
Central,2020,GR4,14
Central,2020,GR5,13
Central,2020,GR6,8
Central,2020,GR7,8
Central,2020,GR8,8
Central,2020,GR9,7
Central,2020,GR10,8
Central,2020,GR11,7
Central,2020,GR12,11
Western,2020,GR1,17
Western,2020,GR2,22
Western,2020,GR3,12
Western,2020,GR4,16
Western,2020,GR5,21
Western,2020,GR6,18
Western,2020,GR7,11
Western,2020,GR8,20
Western,2020,GR9,22
Western,2020,GR10,26
Western,2020,GR11,19
Western,2020,GR12,24
Southern Tier,2020,GR1,11
Southern Tier,2020,GR2,14
Southern Tier,2020,GR3,8
Southern Tier,2020,GR4,9
Southern Tier,2020,GR5,10
Southern Tier,2020,GR6,10
Southern Tier,2020,GR7,13
Southern Tier,2020,GR8,9
Southern Tier,2020,GR9,0
Southern Tier,2020,GR10,7
Southern Tier,2020,GR11,6
Southern Tier,2020,GR12,7
Southern Tier,2020,GR1,6
Southern Tier,2020,GR2,7
Southern Tier,2020,GR3,8
Southern Tier,2020,GR4,7
Southern Tier,2020,GR5,0
Southern Tier,2020,GR6,7
Southern Tier,2020,GR7,5
Southern Tier,2020,GR8,0
Southern Tier,2020,GR9,7
Southern Tier,2020,GR10,0
Southern Tier,2020,GR11,5
Southern Tier,2020,GR12,8
North Country,2020,GR1,14
North Country,2020,GR2,16
North Country,2020,GR3,20
North Country,2020,GR4,13
North Country,2020,GR5,8
North Country,2020,GR6,15
North Country,2020,GR7,5
North Country,2020,GR8,12
North Country,2020,GR9,16
North Country,2020,GR10,17
North Country,2020,GR11,9
North Country,2020,GR12,17
Capital,2020,GR1,9
Capital,2020,GR2,7
Capital,2020,GR3,12
Capital,2020,GR4,10
Capital,2020,GR5,10
Capital,2020,GR6,12
Capital,2020,GR7,15
Capital,2020,GR8,13
Capital,2020,GR9,14
Capital,2020,GR10,9
Capital,2020,GR11,11
Capital,2020,GR12,13
Central,2020,GR1,0
Central,2020,GR2,7
Central,2020,GR3,6
Central,2020,GR4,7
Central,2020,GR5,0
Central,2020,GR6,0
Central,2020,GR7,6
Central,2020,GR8,8
Central,2020,GR9,7
Central,2020,GR10,0
Central,2020,GR11,0
Central,2020,GR12,0
Southern Tier,2020,GR1,0
Southern Tier,2020,GR2,0
Southern Tier,2020,GR3,0
Southern Tier,2020,GR4,0
Southern Tier,2020,GR5,0
Southern Tier,2020,GR6,0
Southern Tier,2020,GR7,0
Southern Tier,2020,GR8,0
Southern Tier,2020,GR9,0
Southern Tier,2020,GR10,0
Southern Tier,2020,GR11,0
Southern Tier,2020,GR12,0
Hudson Valley,2020,GR1,53
Hudson Valley,2020,GR2,42
Hudson Valley,2020,GR3,50
Hudson Valley,2020,GR4,51
Hudson Valley,2020,GR5,52
Hudson Valley,2020,GR6,44
Hudson Valley,2020,GR7,30
Hudson Valley,2020,GR8,45
Hudson Valley,2020,GR9,47
Hudson Valley,2020,GR10,58
Hudson Valley,2020,GR11,38
Hudson Valley,2020,GR12,64
Western,2020,GR1,84
Western,2020,GR2,94
Western,2020,GR3,68
Western,2020,GR4,71
Western,2020,GR5,68
Western,2020,GR6,72
Western,2020,GR7,83
Western,2020,GR8,71
Western,2020,GR9,73
Western,2020,GR10,70
Western,2020,GR11,63
Western,2020,GR12,98
North Country,2020,GR1,0
North Country,2020,GR2,0
North Country,2020,GR3,0
North Country,2020,GR4,0
North Country,2020,GR5,0
North Country,2020,GR6,0
North Country,2020,GR7,0
North Country,2020,GR8,0
North Country,2020,GR9,0
North Country,2020,GR10,0
North Country,2020,GR11,0
North Country,2020,GR12,0
North Country,2020,GR1,16
North Country,2020,GR2,8
North Country,2020,GR3,16
North Country,2020,GR4,9
North Country,2020,GR5,12
North Country,2020,GR6,6
North Country,2020,GR7,10
North Country,2020,GR8,0
North Country,2020,GR9,11
North Country,2020,GR10,0
North Country,2020,GR11,0
North Country,2020,GR12,15
Mohawk,2020,GR1,0
Mohawk,2020,GR2,11
Mohawk,2020,GR3,6
Mohawk,2020,GR4,11
Mohawk,2020,GR5,5
Mohawk,2020,GR6,10
Mohawk,2020,GR7,0
Mohawk,2020,GR8,5
Mohawk,2020,GR9,7
Mohawk,2020,GR10,9
Mohawk,2020,GR11,8
Mohawk,2020,GR12,0
Finger Lakes,2020,GR1,12
Finger Lakes,2020,GR2,10
Finger Lakes,2020,GR3,9
Finger Lakes,2020,GR4,12
Finger Lakes,2020,GR5,5
Finger Lakes,2020,GR6,11
Finger Lakes,2020,GR7,7
Finger Lakes,2020,GR8,0
Finger Lakes,2020,GR9,8
Finger Lakes,2020,GR10,7
Finger Lakes,2020,GR11,0
Finger Lakes,2020,GR12,0
Capital,2020,GR1,0
Capital,2020,GR2,0
Capital,2020,GR3,0
Capital,2020,GR4,8
Capital,2020,GR5,0
Capital,2020,GR6,10
Capital,2020,GR7,6
Capital,2020,GR8,8
Capital,2020,GR9,8
Capital,2020,GR10,0
Capital,2020,GR11,0
Capital,2020,GR12,9
North Country,2020,GR1,0
North Country,2020,GR2,0
North Country,2020,GR3,0
North Country,2020,GR4,0
North Country,2020,GR5,0
North Country,2020,GR6,0
North Country,2020,GR7,0
North Country,2020,GR8,0
North Country,2020,GR9,0
North Country,2020,GR10,0
North Country,2020,GR11,0
North Country,2020,GR12,0
Mohawk,2020,GR1,0
Mohawk,2020,GR2,0
Mohawk,2020,GR3,0
Mohawk,2020,GR4,0
Mohawk,2020,GR5,0
Mohawk,2020,GR6,0
Mohawk,2020,GR7,0
Mohawk,2020,GR8,0
Mohawk,2020,GR9,0
Mohawk,2020,GR10,0
Mohawk,2020,GR11,5
Mohawk,2020,GR12,0
North Country,2020,GR1,24
North Country,2020,GR2,22
North Country,2020,GR3,12
North Country,2020,GR4,35
North Country,2020,GR5,20
North Country,2020,GR6,24
North Country,2020,GR7,22
North Country,2020,GR8,15
North Country,2020,GR9,19
North Country,2020,GR10,22
North Country,2020,GR11,11
North Country,2020,GR12,21
North Country,2020,GR1,0
North Country,2020,GR2,0
North Country,2020,GR3,0
North Country,2020,GR4,5
North Country,2020,GR5,0
North Country,2020,GR6,0
North Country,2020,GR7,0
North Country,2020,GR8,0
North Country,2020,GR9,0
North Country,2020,GR10,0
North Country,2020,GR11,0
North Country,2020,GR12,5
Finger Lakes,2020,GR1,5
Finger Lakes,2020,GR2,10
Finger Lakes,2020,GR3,12
Finger Lakes,2020,GR4,9
Finger Lakes,2020,GR5,8
Finger Lakes,2020,GR6,0
Finger Lakes,2020,GR7,8
Finger Lakes,2020,GR8,9
Finger Lakes,2020,GR9,0
Finger Lakes,2020,GR10,5
Finger Lakes,2020,GR11,8
Finger Lakes,2020,GR12,9
Central,2020,GR1,7
Central,2020,GR2,7
Central,2020,GR3,8
Central,2020,GR4,5
Central,2020,GR5,0
Central,2020,GR6,6
Central,2020,GR7,0
Central,2020,GR8,7
Central,2020,GR9,0
Central,2020,GR10,0
Central,2020,GR11,9
Central,2020,GR12,0
Finger Lakes,2020,GR1,115
Finger Lakes,2020,GR2,144
Finger Lakes,2020,GR3,132
Finger Lakes,2020,GR4,114
Finger Lakes,2020,GR5,141
Finger Lakes,2020,GR6,112
Finger Lakes,2020,GR7,116
Finger Lakes,2020,GR8,94
Finger Lakes,2020,GR9,145
Finger Lakes,2020,GR10,116
Finger Lakes,2020,GR11,94
Finger Lakes,2020,GR12,130
Mohawk,2020,GR1,14
Mohawk,2020,GR2,23
Mohawk,2020,GR3,16
Mohawk,2020,GR4,14
Mohawk,2020,GR5,12
Mohawk,2020,GR6,22
Mohawk,2020,GR7,17
Mohawk,2020,GR8,10
Mohawk,2020,GR9,13
Mohawk,2020,GR10,14
Mohawk,2020,GR11,12
Mohawk,2020,GR12,14
Long Island,2020,GR1,99
Long Island,2020,GR2,184
Long Island,2020,GR3,218
Long Island,2020,GR4,197
Long Island,2020,GR5,226
Long Island,2020,GR6,230
Long Island,2020,GR7,203
Long Island,2020,GR8,196
Long Island,2020,GR9,238
Long Island,2020,GR10,187
Long Island,2020,GR11,181
Long Island,2020,GR12,177
New York City,2020,GR1,1253
New York City,2020,GR2,1346
New York City,2020,GR3,1298
New York City,2020,GR4,1227
New York City,2020,GR5,1204
New York City,2020,GR6,1311
New York City,2020,GR7,1184
New York City,2020,GR8,1176
New York City,2020,GR9,1844
New York City,2020,GR10,1740
New York City,2020,GR11,1300
New York City,2020,GR12,1201
New York City,2020,GR1,2692
New York City,2020,GR2,2769
New York City,2020,GR3,2772
New York City,2020,GR4,2876
New York City,2020,GR5,2752
New York City,2020,GR6,2892
New York City,2020,GR7,2653
New York City,2020,GR8,2594
New York City,2020,GR9,2420
New York City,2020,GR10,2100
New York City,2020,GR11,1635
New York City,2020,GR12,1547
New York City,2020,GR1,1944
New York City,2020,GR2,2034
New York City,2020,GR3,2258
New York City,2020,GR4,2320
New York City,2020,GR5,2211
New York City,2020,GR6,2182
New York City,2020,GR7,2069
New York City,2020,GR8,2011
New York City,2020,GR9,2166
New York City,2020,GR10,1953
New York City,2020,GR11,1546
New York City,2020,GR12,1627
New York City,2020,GR1,1476
New York City,2020,GR2,1478
New York City,2020,GR3,1734
New York City,2020,GR4,1654
New York City,2020,GR5,1777
New York City,2020,GR6,1692
New York City,2020,GR7,1629
New York City,2020,GR8,1474
New York City,2020,GR9,1510
New York City,2020,GR10,1233
New York City,2020,GR11,890
New York City,2020,GR12,915
New York City,2020,GR1,167
New York City,2020,GR2,162
New York City,2020,GR3,161
New York City,2020,GR4,187
New York City,2020,GR5,188
New York City,2020,GR6,185
New York City,2020,GR7,168
New York City,2020,GR8,144
New York City,2020,GR9,174
New York City,2020,GR10,163
New York City,2020,GR11,143
New York City,2020,GR12,138
Western,2020,GR1,45
Western,2020,GR2,40
Western,2020,GR3,40
